subid,itemid,trialnum,adjective,noun,article,adj_article,rating,date,timestamp,reactiontime
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,30,mommy,tiger,a,a,3,5/1/2023,18:56:45,1758
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,31,coffee,bean,a,a,3,5/1/2023,18:56:46,1356
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,32,tee,shirt,a,a,3,5/1/2023,18:56:49,2660
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,33,chick,kiss,a,a,8,5/1/2023,18:56:51,1444
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,34,metal,piece,a,a,3,5/1/2023,18:56:53,1348
0520-11e6f452-541a-43c2-acf9-486fecca00bf,138,35,yellow,picture,a,a,2,5/1/2023,18:56:55,1500
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,0,firehouse,lunch,a,a,8,5/1/2023,16:17:00,37127
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,1,honey,egg,an,a,8,5/1/2023,16:17:07,5880
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,2,mommy,hair,NA,NA,3,5/1/2023,16:17:17,9550
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,3,rhino,guy,a,a,8,5/1/2023,16:17:20,2608
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,4,burglar,alarm,an,a,6,5/1/2023,16:17:32,11583
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,5,company,software,NA,NA,4,5/1/2023,16:17:38,6119
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,6,foot,gap,a,a,8,5/1/2023,16:17:43,3899
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,7,dozen,flight,a,a,8,5/1/2023,16:17:47,4314
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,8,pink,teddy,a,a,3,5/1/2023,16:17:52,4729
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,9,music,note,a,a,3,5/1/2023,16:18:00,7409
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,10,green,house,a,a,3,5/1/2023,16:18:05,4726
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,11,office,key,a,an,3,5/1/2023,16:18:10,4238
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,12,bowling,alley,an,a,2,5/1/2023,16:18:16,5581
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,13,red,dandelion,a,a,1,5/1/2023,16:18:22,5906
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,14,color,book,a,a,3,5/1/2023,16:18:42,19302
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,15,baby,cat,a,a,3,5/1/2023,16:18:55,12696
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,16,orange,ball,a,an,3,5/1/2023,16:19:00,4292
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,17,hot,milk,NA,NA,3,5/1/2023,16:19:03,2662
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,18,tooth,school,a,a,8,5/1/2023,16:19:11,7471
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,19,snow,ball,a,a,2,5/1/2023,16:19:16,4167
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,20,red,border,a,a,2,5/1/2023,16:19:22,5980
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,21,oak,tree,a,an,3,5/1/2023,16:19:26,3968
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,22,vinegar,bottle,a,a,3,5/1/2023,16:19:31,4677
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,23,frozen,shoulder,a,a,3,5/1/2023,16:19:37,5512
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,24,top,branch,a,a,4,5/1/2023,16:19:42,3755
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,25,toy,man,a,a,8,5/1/2023,16:19:47,5308
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,26,bar,bar,a,a,8,5/1/2023,16:19:51,3375
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,27,baby,bath,a,a,2,5/1/2023,16:19:56,4620
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,28,purple,mouse,a,a,1,5/1/2023,16:20:01,4419
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,29,NA,NA,NA,NA,5,5/1/2023,16:20:04,2810
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,30,organ,game,a,an,8,5/1/2023,16:20:08,3440
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,31,eggplant,pea,a,an,8,5/1/2023,16:20:12,3516
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,32,puppy,book,a,a,8,5/1/2023,16:20:15,2359
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,33,pull,grass,NA,NA,8,5/1/2023,16:20:18,2651
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,34,red,tractor,a,a,4,5/1/2023,16:20:21,2719
5197-1b192c3c-a09e-4051-a606-1ff5b8c445e9,48,35,student,nurse,a,a,3,5/1/2023,16:20:25,3148
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,0,motor,bridge,a,a,5,5/8/2023,18:27:00,9104
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,1,red,marker,a,a,5,5/8/2023,18:27:04,3496
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,2,green,ball,a,a,3,5/8/2023,18:27:09,4053
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,3,octopus,talon,a,an,1,5/8/2023,18:27:13,3505
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,4,hot,book,a,a,2,5/8/2023,18:27:16,3305
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,5,gingerbread,recipe,a,a,3,5/8/2023,18:27:22,5133
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,6,page,boy,a,a,2,5/8/2023,18:27:25,3093
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,7,box,squirrel,a,a,2,5/8/2023,18:27:28,2330
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,8,top,butter,NA,NA,3,5/8/2023,18:27:32,3304
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,9,red,nose,a,a,3,5/8/2023,18:27:35,3008
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,10,gas,pipe,a,a,3,5/8/2023,18:27:39,3500
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,11,thick,pound,a,a,3,5/8/2023,18:27:44,3969
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,12,letter,puzzle,a,a,2,5/8/2023,18:27:47,2926
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,13,hot,tub,a,a,4,5/8/2023,18:27:51,3234
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,14,giant,present,a,a,4,5/8/2023,18:27:54,2590
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,15,cash,book,a,a,2,5/8/2023,18:27:57,3048
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,16,couple,car,a,a,2,5/8/2023,18:28:01,3189
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,17,purse,purse,a,a,2,5/8/2023,18:28:05,3571
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,18,metal,edge,an,a,4,5/8/2023,18:28:09,3551
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,19,oatmeal,raisin,a,an,3,5/8/2023,18:28:12,3313
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,20,thick,loaf,a,a,3,5/8/2023,18:28:15,1865
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,21,shoe,room,a,a,2,5/8/2023,18:28:18,2757
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,22,purple,block,a,a,2,5/8/2023,18:28:21,2512
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,23,red,digger,a,a,2,5/8/2023,18:28:24,3309
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,24,dark,forest,a,a,3,5/8/2023,18:28:27,2528
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,25,pink,tongue,a,a,5,5/8/2023,18:28:31,3014
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,26,chocolate,chip,a,a,5,5/8/2023,18:28:34,2572
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,27,bright,boy,a,a,4,5/8/2023,18:28:37,2718
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,28,nut,juice,NA,NA,3,5/8/2023,18:28:41,3726
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,29,scratching,guy,a,a,3,5/8/2023,18:28:45,3230
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,30,round,sun,NA,NA,5,5/8/2023,18:28:48,2957
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,31,yellow,guitar,a,a,3,5/8/2023,18:28:52,3235
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,32,NA,NA,NA,NA,5,5/8/2023,18:28:55,3123
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,33,drawing,table,a,a,3,5/8/2023,18:28:59,3392
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,34,orange,suit,a,an,2,5/8/2023,18:29:02,2743
3331-aeeaae6f-570c-4a1b-a9fe-657b47b0b7b0,144,35,fat,lady,a,a,3,5/8/2023,18:29:05,2856
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,0,sandwich,box,a,a,8,5/8/2023,19:20:15,9038
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,1,pumpkin,face,a,a,3,5/8/2023,19:20:18,1974
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,2,fat,body,a,a,3,5/8/2023,19:20:20,1612
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,3,tiger,mom,a,a,3,5/8/2023,19:20:22,2044
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,4,write,mommy,a,a,8,5/8/2023,19:20:25,2096
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,5,earth,worm,a,an,5,5/8/2023,19:20:27,1807
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,6,silver,wedding,a,a,3,5/8/2023,19:20:30,2820
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,7,colored,ring,a,a,3,5/8/2023,19:20:32,2032
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,8,wooden,train,a,a,3,5/8/2023,19:20:34,1665
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,9,scooter,game,a,a,8,5/8/2023,19:20:37,1910
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,10,red,bag,a,a,3,5/8/2023,19:20:39,1838
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,11,outside,room,a,an,3,5/8/2023,19:20:41,1476
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,12,outside,rocket,a,an,8,5/8/2023,19:20:43,2027
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,13,NA,NA,NA,NA,5,5/8/2023,19:20:45,1504
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,14,ear,daddy,a,an,8,5/8/2023,19:20:48,2100
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,15,garlic,powder,NA,NA,3,5/8/2023,19:20:50,1687
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,16,hot,mark,a,a,8,5/8/2023,19:20:53,2369
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,17,bite,mark,a,a,5,5/8/2023,19:20:55,1869
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,18,dome,car,a,a,8,5/8/2023,19:20:58,2193
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,19,snow,tire,a,a,5,5/8/2023,19:21:03,4801
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,20,football,game,a,a,5,5/8/2023,19:21:05,1854
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,21,strawberry,oatmeal,NA,NA,3,5/8/2023,19:21:08,2395
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,22,worm,mucus,a,a,8,5/8/2023,19:21:11,2409
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,23,daddy,phone,a,a,8,5/8/2023,19:21:13,1805
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,24,round,skull,a,a,8,5/8/2023,19:21:15,1429
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,25,navy,stripe,a,a,3,5/8/2023,19:21:17,1511
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,26,ear,ring,a,an,5,5/8/2023,19:21:20,2939
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,27,orange,pumpkin,a,an,6,5/8/2023,19:21:24,3352
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,28,farm,vehicle,a,a,3,5/8/2023,19:21:26,1768
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,29,giant,fish,a,a,2,5/8/2023,19:21:29,2949
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,30,toy,basket,a,a,3,5/8/2023,19:21:32,2635
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,31,frog,sleeping,NA,NA,8,5/8/2023,19:21:36,2981
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,32,bright,light,a,a,6,5/8/2023,19:21:41,4488
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,33,yellow,zucchini,a,a,6,5/8/2023,19:21:43,2059
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,34,bleeding,crumpet,a,a,8,5/8/2023,19:21:51,7900
2120-939a55ca-6a4c-4381-bf5b-98cc47f85460,115,35,limp,sheep,a,a,2,5/8/2023,19:21:55,2899
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,0,chap,advertising,NA,NA,8,5/8/2023,20:03:44,41283
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,1,sleeveless,top,a,a,3,5/8/2023,20:03:47,3277
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,2,hot,strawberry,a,a,2,5/8/2023,20:03:54,6251
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,3,shoe,store,a,a,3,5/8/2023,20:03:58,3513
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,4,railway,track,a,a,4,5/8/2023,20:04:02,4010
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,5,purple,pants,NA,NA,2,5/8/2023,20:04:05,2414
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,6,red,pepper,a,a,3,5/8/2023,20:04:08,2406
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,7,tank,top,a,a,3,5/8/2023,20:04:11,1973
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,8,dust,rag,a,a,3,5/8/2023,20:04:13,2406
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,9,shoe,wax,NA,NA,2,5/8/2023,20:04:17,3147
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,10,bottom,tickle,a,a,2,5/8/2023,20:04:22,5139
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,11,brake,pad,a,a,2,5/8/2023,20:04:25,1793
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,12,pear,yogurt,NA,NA,2,5/8/2023,20:04:29,3940
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,13,juicy,juice,NA,NA,7,5/8/2023,20:04:34,4967
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,14,daddy,fish,a,a,4,5/8/2023,20:04:37,2020
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,15,color,colors,a,a,8,5/8/2023,20:04:41,3284
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,16,elbow,hair,NA,NA,1,5/8/2023,20:04:45,4451
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,17,lady,car,a,a,4,5/8/2023,20:04:48,2148
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,18,back,row,a,a,3,5/8/2023,20:04:51,2804
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,19,NA,NA,NA,NA,5,5/8/2023,20:04:53,1664
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,20,yellow,toe,a,a,1,5/8/2023,20:04:56,2648
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,21,tooth,mark,a,a,2,5/8/2023,20:04:59,2537
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,22,yellow,roof,a,a,2,5/8/2023,20:05:02,1825
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,23,giant,dragon,a,a,5,5/8/2023,20:05:13,10609
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,24,stereo,computer,a,a,2,5/8/2023,20:05:18,4867
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,25,mitten,tree,a,a,8,5/8/2023,20:05:21,2369
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,26,purple,red,NA,NA,1,5/8/2023,20:05:23,2134
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,27,bird,bird,a,a,8,5/8/2023,20:05:25,1941
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,28,day,break,a,a,2,5/8/2023,20:05:29,3325
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,29,green,doggy,a,a,1,5/8/2023,20:05:32,2161
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,30,robot,head,a,a,2,5/8/2023,20:05:35,2816
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,31,orange,one,a,an,8,5/8/2023,20:05:38,2542
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,32,pink,hat,a,a,2,5/8/2023,20:05:41,2884
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,33,green,egg,an,a,2,5/8/2023,20:05:44,2102
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,34,salt,mommy,a,a,8,5/8/2023,20:05:47,2434
2236-912ea9f7-40d1-4232-a48c-ec068cb6e7e4,49,35,red,honey,NA,NA,1,5/8/2023,20:05:49,2014
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,0,orange,ear,an,an,1,5/8/2023,20:59:44,4276
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,1,ham,ball,a,a,8,5/8/2023,20:59:47,2832
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,2,draw,egg,an,a,1,5/8/2023,20:59:50,2635
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,3,grill,cheese,NA,NA,3,5/8/2023,20:59:54,3371
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,4,orange,piece,a,an,2,5/8/2023,20:59:57,2822
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,5,throw,ball,a,a,2,5/8/2023,21:00:00,3000
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,6,uniform,dinosaur,a,a,8,5/8/2023,21:00:04,3273
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,7,you,guy,a,a,8,5/8/2023,21:00:09,4744
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,8,hot,grease,NA,NA,4,5/8/2023,21:00:13,3466
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,9,wood,basket,a,a,2,5/8/2023,21:00:17,3535
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,10,baseball,bat,a,a,8,5/8/2023,21:00:20,2926
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,11,golf,ball,a,a,3,5/8/2023,21:00:24,2880
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,12,grey,clay,NA,NA,3,5/8/2023,21:00:27,3198
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,13,bulletin,board,a,a,3,5/8/2023,21:00:31,2840
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,14,air,conditioner,NA,NA,4,5/8/2023,21:00:34,3421
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,15,red,railing,a,a,2,5/8/2023,21:00:37,2622
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,16,yellow,hose,a,a,2,5/8/2023,21:00:47,9352
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,17,solid,color,a,a,4,5/8/2023,21:00:51,3399
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,18,top,one,a,a,8,5/8/2023,21:00:54,2341
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,19,green,cup,a,a,2,5/8/2023,21:00:57,3134
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,20,cow,manure,NA,NA,4,5/8/2023,21:01:02,3928
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,21,swim,trunk,a,a,3,5/8/2023,21:01:05,2529
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,22,water,plant,a,a,8,5/8/2023,21:01:10,4761
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,23,ball,fight,a,a,8,5/8/2023,21:01:14,4051
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,24,human,race,a,a,3,5/8/2023,21:01:19,4185
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,25,ear,sleep,NA,NA,8,5/8/2023,21:01:22,2661
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,26,dirty,mitt,a,a,2,5/8/2023,21:01:25,2626
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,27,daddy,mommy,a,a,8,5/8/2023,21:01:28,2546
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,28,yellow,metal,NA,NA,1,5/8/2023,21:01:32,3952
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,29,NA,NA,NA,NA,5,5/8/2023,21:01:38,4828
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,30,piece,point,a,a,8,5/8/2023,21:01:42,4217
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,31,mommy,movie,a,a,2,5/8/2023,21:01:46,2823
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,32,daddy,drum,a,a,8,5/8/2023,21:01:49,2653
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,33,string,bean,a,a,3,5/8/2023,21:01:52,3405
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,34,glass,door,a,a,3,5/8/2023,21:01:55,1962
3128-c5eff8ae-3215-4655-8729-3fafea3bd135,76,35,rust,one,a,a,8,5/8/2023,21:01:58,2626
4182-161c9070-bb94-45a5-b6c9-801308794922,160,0,NA,NA,NA,NA,5,5/8/2023,21:57:27,2002
4182-161c9070-bb94-45a5-b6c9-801308794922,160,1,red,star,a,a,3,5/8/2023,21:57:30,2598
4182-161c9070-bb94-45a5-b6c9-801308794922,160,2,brush,tooth,a,a,3,5/8/2023,21:57:34,4151
4182-161c9070-bb94-45a5-b6c9-801308794922,160,3,money,money,NA,NA,8,5/8/2023,21:57:37,2406
4182-161c9070-bb94-45a5-b6c9-801308794922,160,4,bubble,lawn,a,a,8,5/8/2023,21:57:40,2338
4182-161c9070-bb94-45a5-b6c9-801308794922,160,5,fish,fin,a,a,4,5/8/2023,21:57:44,3762
4182-161c9070-bb94-45a5-b6c9-801308794922,160,6,purple,crayon,a,a,3,5/8/2023,21:57:47,2101
4182-161c9070-bb94-45a5-b6c9-801308794922,160,7,trash,can,a,a,3,5/8/2023,21:57:49,2201
4182-161c9070-bb94-45a5-b6c9-801308794922,160,8,executive,committee,a,an,2,5/8/2023,21:57:52,1989
4182-161c9070-bb94-45a5-b6c9-801308794922,160,9,yellow,blanket,a,a,3,5/8/2023,21:57:54,2192
4182-161c9070-bb94-45a5-b6c9-801308794922,160,10,cannon,ball,a,a,2,5/8/2023,21:57:58,2936
4182-161c9070-bb94-45a5-b6c9-801308794922,160,11,tea,pickle,a,a,8,5/8/2023,21:58:00,2173
4182-161c9070-bb94-45a5-b6c9-801308794922,160,12,red,violet,a,a,3,5/8/2023,21:58:06,5090
4182-161c9070-bb94-45a5-b6c9-801308794922,160,13,round,wall,a,a,3,5/8/2023,21:58:10,3403
4182-161c9070-bb94-45a5-b6c9-801308794922,160,14,baby,alligator,an,a,3,5/8/2023,21:58:12,1815
4182-161c9070-bb94-45a5-b6c9-801308794922,160,15,milk,milk,NA,NA,8,5/8/2023,21:58:14,1690
4182-161c9070-bb94-45a5-b6c9-801308794922,160,16,jelly,bagel,a,a,3,5/8/2023,21:58:17,2457
4182-161c9070-bb94-45a5-b6c9-801308794922,160,17,mommy,hand,a,a,4,5/8/2023,21:58:19,1997
4182-161c9070-bb94-45a5-b6c9-801308794922,160,18,orange,train,a,an,3,5/8/2023,21:58:22,2383
4182-161c9070-bb94-45a5-b6c9-801308794922,160,19,goose,duck,a,a,8,5/8/2023,21:58:26,3539
4182-161c9070-bb94-45a5-b6c9-801308794922,160,20,daddy,draw,a,a,8,5/8/2023,21:58:29,2421
4182-161c9070-bb94-45a5-b6c9-801308794922,160,21,wooden,leg,a,a,4,5/8/2023,21:58:32,2429
4182-161c9070-bb94-45a5-b6c9-801308794922,160,22,grassy,field,a,a,5,5/8/2023,21:58:35,3028
4182-161c9070-bb94-45a5-b6c9-801308794922,160,23,elephant,weight,a,an,2,5/8/2023,21:58:38,2630
4182-161c9070-bb94-45a5-b6c9-801308794922,160,24,knight,costume,a,a,3,5/8/2023,21:58:41,2288
4182-161c9070-bb94-45a5-b6c9-801308794922,160,25,building,marker,a,a,3,5/8/2023,21:58:44,2980
4182-161c9070-bb94-45a5-b6c9-801308794922,160,26,green,shovel,a,a,2,5/8/2023,21:58:47,1963
4182-161c9070-bb94-45a5-b6c9-801308794922,160,27,red,card,a,a,3,5/8/2023,21:58:49,2206
4182-161c9070-bb94-45a5-b6c9-801308794922,160,28,till,man,a,a,3,5/8/2023,21:58:52,2925
4182-161c9070-bb94-45a5-b6c9-801308794922,160,29,stegosaurus,strike,a,a,2,5/8/2023,21:58:55,2458
4182-161c9070-bb94-45a5-b6c9-801308794922,160,30,flat,house,a,a,2,5/8/2023,21:59:02,6613
4182-161c9070-bb94-45a5-b6c9-801308794922,160,31,red,edge,an,a,3,5/8/2023,21:59:05,2161
4182-161c9070-bb94-45a5-b6c9-801308794922,160,32,tip,toe,a,a,3,5/8/2023,21:59:08,2298
4182-161c9070-bb94-45a5-b6c9-801308794922,160,33,pink,bottle,a,a,2,5/8/2023,21:59:10,2247
4182-161c9070-bb94-45a5-b6c9-801308794922,160,34,cardboard,house,a,a,2,5/8/2023,21:59:13,2038
4182-161c9070-bb94-45a5-b6c9-801308794922,160,35,potato,scoop,a,a,2,5/8/2023,21:59:16,2855
